task_id,family,variant,condition,task_text,reference_text,source_python,opaque_mapping,semantic_step_count,validation_flags
group_by_first_character,grouping,3,pseudocode,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character(result)
element <- {}
FOR x IN result
    entry <- x[0]
    IF entry NOT IN element
        element[entry] <- []
    element[entry].append(x)
RETURN element","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",null,8,pending_human_review
group_by_first_character,grouping,3,python_canonical,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",null,8,pending_human_review
group_by_first_character,grouping,3,python_opaque,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        vor0 = qel0[0]
        if vor0 not in tuk0:
            tuk0[vor0] = []
        tuk0[vor0].append(qel0)
    return tuk0","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element","{""group_by_first_character"": ""zav0"", ""result"": ""mip0"", ""element"": ""tuk0"", ""x"": ""qel0"", ""entry"": ""vor0""}",8,pending_human_review
group_by_length,grouping,1,nl_exp7_anchor,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Start with an empty dictionary. Examine each string, use its length as the key, create an empty list for a new key, and append the string to that key's list. Return the dictionary.","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,0,pending_human_review
group_by_length,grouping,1,procedural_prose,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Define a procedure named group_by_length that receives words.
Set groups to {}.
For each word in words, do the following.
    Set key to len(word).
    If key is not in groups, do the following.
        Set groups[key] to [].
    Append word to groups[key].
Return groups.","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_length,grouping,1,controlled_nl,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","PROCEDURE group_by_length INPUT words:
SET groups TO {}.
FOR EACH word IN words:
    SET key TO len(word).
    IF key NOT IN groups:
        SET groups[key] TO [].
    EXECUTE groups[key].append(word).
RETURN groups","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_length,grouping,1,pseudocode,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","PROCEDURE group_by_length(words)
groups <- {}
FOR word IN words
    key <- len(word)
    IF key NOT IN groups
        groups[key] <- []
    groups[key].append(word)
RETURN groups","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_length,grouping,1,python_canonical,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",null,8,pending_human_review
group_by_length,grouping,1,python_opaque,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","def zav0(mip0):
    tuk0 = {}
    for qel0 in mip0:
        vor0 = len(qel0)
        if vor0 not in tuk0:
            tuk0[vor0] = []
        tuk0[vor0].append(qel0)
    return tuk0","def group_by_length(words):
    groups = {}
    for word in words:
        key = len(word)
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups","{""group_by_length"": ""zav0"", ""words"": ""mip0"", ""groups"": ""tuk0"", ""word"": ""qel0"", ""key"": ""vor0""}",8,pending_human_review
group_by_length,grouping,2,nl_exp7_anchor,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its length as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.","def group_by_length(output):
    item = {}
    for current in output:
        value = len(current)
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,0,pending_human_review
group_by_length,grouping,2,procedural_prose,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Define a procedure named group_by_length that receives output.
Set item to {}.
For each current in output, do the following.
    Set value to len(current).
    If value is not in item, do the following.
        Set item[value] to [].
    Append current to item[value].
Return item.","def group_by_length(output):
    item = {}
    for current in output:
        value = len(current)
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
group_by_length,grouping,2,controlled_nl,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","PROCEDURE group_by_length INPUT output:
SET item TO {}.
FOR EACH current IN output:
    SET value TO len(current).
    IF value NOT IN item:
        SET item[value] TO [].
    EXECUTE item[value].append(current).
RETURN item","def group_by_length(output):
    item = {}
    for current in output:
        value = len(current)
        if value not in item:
            item[value] = []
        item[value].append(current)
    return item",null,8,pending_human_review
